Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
David Dalloyeau,M,SBD,Raw,28.0,24-34,24-39,Seniors,92.14,93,-205.0,205.0,-217.5,,205.0,135.0,142.5,147.5,,147.5,200.0,215.0,225.0,,225.0,577.5,5,369.09,364.4,348.9,75.89,Yes,,,FFForce,IPF,2019-12-07,France,,Loos,Régional FA PL Hauts-de-France
王海宁,M,SBD,Raw,34.0,24-34,24-39,Open,57.3,59,160.0,-170.0,-170.0,,160.0,110.0,112.5,-115.0,,112.5,165.0,172.5,-177.5,,172.5,445.0,1,390.42,396.22,387.94,74.8,Yes,,,IPF-China,IPF,2023-10-06,China,,Zhuhai,粤港澳大湾区邀请赛
Mohammad Arif,M,SBD,Raw,18.0,18-19,19-23,Juniors,51.9,53,,,,,70.0,,,,,50.0,,,,,100.0,220.0,11,211.1,216.32,213.06,39.0,Yes,India,,PI,IPF,2018-09-26,India,,Lucknow,Indian Classic Powerlifting Championships
Nassufou Brouhane,M,SBD,Raw,28.5,24-34,24-39,Seniors,100.4,105,170.0,182.5,195.0,,195.0,110.0,120.0,127.5,,127.5,190.0,210.0,225.0,,225.0,547.5,2,336.41,332.67,317.72,69.03,Yes,,,FFForce,IPF,2022-08-13,France,,Sainte-Marie,Trophée de Sainte-Marie
Charles Haddad,M,SBD,Raw,17.5,18-19,14-18,MR-G,177.2,140+,220.0,230.0,242.5,,242.5,145.0,152.5,160.0,,160.0,212.5,-225.0,225.0,,225.0,627.5,G,323.1,338.55,316.74,62.8,Yes,USA,IL,USAPL,,2022-10-16,USA,MO,,Missouri State Championship
Michel T Due,M,SBD,Raw,18.5,18-19,19-23,Open,80.8,83,152.5,160.0,165.0,,165.0,82.5,87.5,92.5,,92.5,185.0,-197.5,-197.5,,185.0,442.5,8,303.35,300.22,289.14,62.09,Yes,,,DSF,IPF,2017-09-02,Denmark,,Aalborg,JM Styrkeløft
Usman Hussain,M,SBD,Raw,19.0,18-19,19-23,MR-G,72.14,74,110.0,120.0,130.0,,130.0,75.0,80.0,-90.0,,80.0,140.0,150.0,165.0,,165.0,375.0,G,275.96,274.75,265.91,55.79,Yes,,,EPA,IPF,2023-07-08,England,SW,Gloucester,Wiltshire and Gloucestershire Powerlifting Championships
Seth Despres,M,SBD,Raw,24.5,24-34,24-39,MR-O,93.4,100,215.0,230.0,240.0,,240.0,145.0,155.0,-160.0,,155.0,225.0,237.5,245.0,,245.0,640.0,4,406.36,401.23,383.95,83.55,Yes,USA,TX,USAPL,,2022-01-15,USA,TX,,Winter Games of Texas
Vincent Araujo,M,SBD,Raw,26.0,24-34,24-39,Open,105.1,110,,,,,172.5,,,,,122.5,,,,,185.0,480.0,2,289.38,286.73,273.8,59.24,,USA,TX,USPA,IPL,2018-04-14,USA,TX,Portland,Pure Energy Classic
Jacob Jundt,M,SBD,Raw,22.5,20-23,19-23,MR-C,81.6,83,187.5,195.0,-207.5,,195.0,125.0,132.5,-140.0,,132.5,215.0,230.0,240.0,,240.0,567.5,56,386.83,382.7,368.42,79.24,Yes,USA,NE,USAPL,IPF,2019-04-12,USA,OH,Columbus,Collegiate Nationals
Nick Raslan,M,SBD,Raw,30.0,24-34,24-39,Open,125.0,125,,,,,140.0,,,,,100.0,,,,,180.0,420.0,1,238.04,239.33,229.04,47.97,Yes,USA,NY,RAW,,2014-03-29,USA,NY,Manlius,New York/Ontario Cup
Martin Porter,M,SBD,Raw,35.5,35-39,24-39,MR-O,89.9,93,-190.0,190.0,195.0,,195.0,117.5,120.0,-122.5,,120.0,237.5,252.5,262.5,,262.5,577.5,2,373.62,368.88,353.55,76.82,Yes,Scotland,,ScottishPL,IPF,2022-02-06,Scotland,,Edinburgh,Eastern Districts
Kevin Nielsen,M,SBD,Raw,28.0,24-34,24-39,Open,88.2,90,,,,,200.0,,,,,130.0,,,,,242.5,572.5,1,374.02,369.33,354.29,76.87,,,,CPL,IPL,2018-06-02,Canada,BC,,BC Bash
Roman Kiselev,M,SBD,Raw,28.0,24-34,24-39,Pro Open,108.0,110,280.0,295.0,300.0,,300.0,-190.0,200.0,207.5,,207.5,310.0,330.0,-347.5,,330.0,837.5,1,499.51,495.72,473.56,102.06,,Russia,,WPC,WPC,2015-07-02,Russia,NVS,Novosibirsk,European Cup
Joe Gaytan,M,SBD,Raw,20.5,20-23,19-23,MR-Jr,53.3,56,125.0,-142.5,-142.5,,125.0,-85.0,85.0,-90.0,,85.0,192.5,-205.0,-205.0,,192.5,402.5,1,376.7,384.99,378.59,70.34,Yes,USA,TX,USAPL,,2022-07-23,USA,TX,,South Texas Showdown
Mazen Hassan,M,SBD,Raw,16.0,16-17,14-18,Open,82.9,83,167.5,172.5,180.0,,180.0,92.5,-97.5,100.0,,100.0,250.0,255.0,262.5,,262.5,542.5,5,366.48,362.38,348.6,75.14,Yes,UAE,,UAEPA,IPF,2023-09-16,UAE,,Dubai,Desert Barbell Power Meet 14
Dennis Rudolph,M,SBD,Raw,31.0,24-34,24-39,MR-O,109.8,110,207.5,227.5,-237.5,,227.5,155.0,170.0,-182.5,,170.0,265.0,292.5,297.5,,297.5,695.0,3,411.91,409.23,391.1,84.06,Yes,USA,NY,USAPL,,2022-05-21,USA,NY,,New York State Championships
Matt Wachtel,M,SBD,Raw,29.0,24-34,24-39,Open,81.5,82.5,-137.5,147.5,-157.5,,147.5,102.5,-112.5,-122.5,,102.5,182.5,200.0,215.0,,215.0,465.0,1,317.19,313.81,302.12,64.97,,USA,NY,USPA,IPL,2019-09-21,USA,NY,Latham,Albany's Strongest
Tyce Morgan,M,SBD,Raw,22.5,20-23,19-23,MR-O,101.7,105,170.0,180.0,-190.0,,180.0,142.5,-150.0,-150.0,,142.5,205.0,-217.5,217.5,,217.5,540.0,7,329.99,326.48,311.76,67.68,Yes,USA,WI,USAPL,IPF,2018-08-25,USA,WI,,Wolf Open
Anthony Kious,M,SBD,Raw,38.0,35-39,24-39,MR-HW,117.9,,-210.0,-210.0,210.0,,210.0,-210.0,-210.0,210.0,,210.0,255.0,270.0,282.5,,282.5,702.5,1,405.86,405.59,388.55,82.3,Yes,USA,LA,USAPL,,2022-04-23,USA,LA,,Cenla Open and Masters RAW Power Wars
Pavel Korshunov,M,SBD,Raw,25.5,24-34,24-39,Open,82.1,83,-180.0,180.0,195.0,,195.0,125.0,132.5,-137.5,,132.5,240.0,260.0,265.0,,265.0,592.5,5,402.47,398.08,383.12,82.47,Yes,Uzbekistan,,AsianPF,IPF,2015-12-13,Uzbekistan,,Tashkent,Asia-Oceania Raw Championships
Ryan Conley,M,SBD,Raw,21.0,20-23,19-23,M_JR_APF,100.0,100,,,,,260.82,,,,,165.56,,,,,258.55,684.92,1,421.58,416.83,398.12,86.53,,USA,,APF,WPC,2011-10-29,USA,FL,Orlando,Southern States
Jonas Schweiger,M,SBD,Raw,19.0,18-19,19-23,Open,139.9,,202.5,210.0,217.5,,217.5,150.0,160.0,-167.5,,160.0,215.0,225.0,235.0,,235.0,612.5,30,335.73,342.31,325.38,66.79,Yes,,,OEVK,IPF,2021-07-10,Austria,,Dornbirn,Länderpokal im klassischen Kraftdreikampf
Luke Kehoe,M,SBD,Raw,30.0,24-34,24-39,M-C-Open,84.5,93,170.0,180.0,-185.0,,180.0,125.0,130.0,-132.5,,130.0,180.0,190.0,-200.0,,190.0,500.0,5,334.2,330.28,317.45,68.59,Yes,England,SW,EPA,IPF,2015-05-30,England,,,South West Classic
Luke Clatterbuck,M,SBD,Raw,20.0,20-23,19-23,TOpen,73.6,75,-166.0,166.0,171.0,,171.0,123.0,-132.0,-132.0,,123.0,171.0,182.0,191.0,,191.0,485.0,1,352.21,350.22,338.67,71.4,Yes,USA,VA,USPC,,2023-06-17,USA,VA,Lynchburg,Legendary Lynchburg Showdown 2
Jacbo Fowler,M,SBD,Raw,20.0,20-23,19-23,Juniors 20-23,82.2,82.5,,,,,215.0,,,,,132.5,,,,,227.5,575.0,2,390.31,386.04,371.51,79.99,,USA,TX,USPA,IPL,2015-06-06,USA,TX,Austin,Austin Simply Fit Open Naturally Fit Games Powerlifting Open
Dmitriy Ivanov #15,M,SBD,Raw,23.5,24-34,24-39,Open,90.7,93,,,,,237.5,,,,,125.0,,,,,285.0,647.5,7,417.05,411.75,394.49,85.75,Yes,,,FPR,IPF,2017-12-05,Russia,LEN,Vyborg,North-West Federal District Powerlifting Championships
Zach Jonjock,M,SBD,Raw,17.5,18-19,14-18,MR-HS,69.35,74,-155.0,157.5,165.0,,165.0,-97.5,97.5,-100.0,,97.5,150.0,165.0,172.5,,172.5,435.0,5,328.88,328.33,318.32,66.06,Yes,USA,GA,USAPL,IPF,2019-03-09,USA,GA,,Georgia High School State Championship
James Lowery,M,SBD,Raw,25.5,24-34,24-39,MR-O,66.0,66,170.0,177.5,182.5,,182.5,110.0,120.0,122.5,,122.5,185.0,195.0,200.0,,200.0,505.0,2,395.68,396.52,385.31,78.72,Yes,USA,AL,USAPL,IPF,2017-02-25,USA,AL,,Alabama State Championships
Jonathan San Nicolas,M,SBD,Raw,19.0,18-19,19-23,Juniors 18-19,97.3,100,155.0,170.0,182.5,,182.5,110.0,120.0,130.0,,130.0,192.5,207.5,220.0,,220.0,532.5,2,331.75,327.76,313.23,68.16,Yes,USA,CA,USPA,IPL,2021-07-12,USA,CA,Palm Springs,Drug Tested National Championships
Jimmy Schroader,M,SBD,Raw,29.0,24-34,24-39,Open,72.4,75,167.5,177.5,190.0,,190.0,120.0,127.5,135.0,,135.0,205.0,220.0,-227.5,,220.0,545.0,12,400.1,398.25,385.38,80.93,Yes,USA,MI,USPA,IPL,2021-07-12,USA,CA,Palm Springs,Drug Tested National Championships
Stefano D'Ezio,M,SBD,Raw,28.0,24-34,24-39,Seniores,99.7,105,215.0,222.5,232.5,,232.5,117.5,125.0,127.5,,127.5,235.0,250.0,-280.0,,250.0,610.0,20,375.95,371.69,355.02,77.17,Yes,,,FIAP,,2022-04-25,Italy,,,3Â° Classic Gara Nazionale
Steven Lessard,M,SBD,Raw,38.5,35-39,24-39,MR-O,73.9,74,,,,,145.0,,,,,122.5,,,,,160.0,427.5,2,309.63,307.8,297.6,62.81,Yes,,,USAPL,IPF,2015-02-21,USA,WA,,Washington State Championships
Santiago Hector Godoy,M,SBD,Raw,16.0,16-17,14-18,T14-16,68.3,75,135.0,140.0,-155.0,,140.0,70.0,-75.0,-75.0,,70.0,140.0,-150.0,150.0,,150.0,360.0,2,275.13,274.98,266.78,55.11,,,,WRPF-Argentina,WRPF,2022-07-23,Argentina,,San Luis del Palmar,Power League Corrientes
Jaiden Priestly,M,SBD,Raw,21.0,20-23,19-23,Juniors 20-23,73.16,75,165.0,180.0,185.0,,185.0,120.0,125.0,130.0,,130.0,180.0,200.0,205.0,,205.0,520.0,1,379.12,377.11,364.77,76.8,,Australia,QLD,AusPL,IPL,2022-08-27,Australia,QLD,Nambour,Open
Robert Lim,M,SBD,Raw,28.5,24-34,24-39,Open,72.5,74,175.0,182.5,-187.5,,182.5,130.0,135.0,-137.5,,135.0,210.0,-227.5,-227.5,,210.0,527.5,10,386.9,385.07,372.61,78.27,Yes,Canada,BC,CPU,IPF,2021-11-13,Canada,BC,Richmond,Western Canadians
Michael Grigsby,M,SBD,Raw,24.5,24-34,24-39,MR-O,105.4,120,187.5,192.5,202.5,,202.5,142.5,152.5,165.0,,165.0,230.0,235.0,-245.0,,235.0,602.5,1,362.81,359.55,343.35,74.26,Yes,USA,IL,USAPL,IPF,2017-12-17,USA,IL,,Chicagoland Men's Raw Novice
Cameron Youssef,M,SBD,Raw,16.0,16-17,14-18,MR-T2,103.98,110,87.5,95.0,102.5,,102.5,67.5,75.0,-77.5,,75.0,145.0,165.0,-182.5,,165.0,342.5,1,207.38,205.37,196.1,42.48,Yes,,,USAPL,IPF,2008-07-25,USA,MO,St Louis,Raw Nationals
渡邉 峻,M,SBD,Raw,25.5,24-34,24-39,Open,104.5,105,205.0,215.0,-220.0,,215.0,145.0,155.0,162.5,,162.5,205.0,215.0,225.0,,225.0,602.5,9,364.07,360.63,344.36,74.55,Yes,,,JPA,IPF,2018-02-10,Japan,,Okinawa,Japanese Classic Powerlifting Championships
Alex Cregan,M,SBD,Raw,24.0,24-34,24-39,M_OR_AIPO,87.0,90,130.0,137.5,142.5,,142.5,70.0,-77.5,-77.5,,70.0,170.0,180.0,-190.0,,180.0,392.5,2,258.27,255.08,244.84,53.06,Yes,,,IrishPO,IPL,2019-03-23,Ireland,,Limerick,National Powerlifting Championships
R. Zamaliev,M,SBD,Raw,31.5,24-34,24-39,Open,81.4,83,,,,,210.0,,,,,145.0,,,,,215.0,570.0,10,389.09,384.96,370.64,79.68,Yes,,,KPF,IPF,2017-10-02,Kazakhstan,,Kostanay,Kazakhstan Classic Powerlifting Championship
Stefan Ramsauer,M,SBD,Raw,18.5,18-19,19-23,Open,81.2,83,152.5,162.5,172.5,,172.5,95.0,105.0,112.5,,112.5,192.5,205.0,215.0,,215.0,500.0,21,341.79,338.2,325.65,69.99,Yes,,,OEVK,IPF,2017-12-16,Austria,,Wien,Staatsmeisterschaft Kraftdreikampf Classic
Richard Crouch #1,M,SBD,Raw,30.0,24-34,24-39,Open,109.8,110,185.0,195.0,-205.0,,195.0,130.0,142.5,-150.0,,142.5,177.5,-190.0,-190.0,,177.5,515.0,5,305.23,303.24,289.81,62.29,,USA,LA,USPA,IPL,2021-04-10,USA,TX,New Caney,Scarlet Showdown
Kevin Perdue,M,SBD,Raw,23.0,20-23,24-39,Juniors 20-23,67.4,67.5,,,,,117.5,,,,,75.0,,,,,150.0,342.5,1,264.26,264.39,256.65,52.8,,USA,OH,USPA,IPL,2016-02-20,USA,OH,Dayton,Love to Lift Powerlifting Meet
Trey Freeman,M,SBD,Raw,21.0,20-23,19-23,Juniors 20-23,80.8,82.5,175.0,187.5,-197.5,,187.5,122.5,-127.5,-127.5,,122.5,230.0,240.0,-255.0,,240.0,550.0,1,377.05,373.15,359.39,77.18,Yes,USA,AL,USPA,IPL,2021-11-20,USA,AL,Decatur,Drug Tested Golden Ape Power Challenge
Trevor Gilbert #1,M,SBD,Raw,19.0,18-19,19-23,M_TR_3_APF,73.4,75,135.0,147.5,155.0,,155.0,112.5,117.5,-122.5,,117.5,182.5,190.0,-195.0,,190.0,462.5,1,336.47,334.62,323.62,68.19,,USA,,APF,WPC,2017-12-02,USA,FL,,Gulf Coast Winter Bash
Alex Ayala,M,SBD,Raw,19.5,20-23,19-23,MR-Jr,94.5,100,160.0,170.0,177.5,,177.5,117.5,125.0,130.0,,130.0,185.0,195.0,205.0,,205.0,512.5,2,323.61,319.56,305.67,66.53,Yes,USA,OH,USAPL,,2022-11-19,USA,OH,,Glass City Open
Wayne Ford,M,SBD,Raw,30.5,24-34,24-39,Open,110.95,120,140.0,160.0,170.0,,170.0,90.0,100.0,110.0,,110.0,190.0,210.0,220.0,,220.0,500.0,1,295.18,293.48,280.57,60.19,Yes,,,PA,IPF,2016-07-31,Australia,NT,Darwin,Next Level Cup
Ryan Haff,M,SBD,Raw,24.0,24-34,24-39,Open,81.6,82.5,185.0,195.0,-200.0,,195.0,117.5,125.0,-130.0,,125.0,200.0,-210.0,-217.5,,200.0,520.0,2,354.46,350.67,337.58,72.6,,USA,VT,USPA,IPL,2021-05-08,USA,VT,Williston,Vermont State Championships
Peter Olds,M,SBD,Raw,16.5,16-17,14-18,MR-V,81.0,83,100.0,110.0,120.0,,120.0,60.0,67.5,70.0,,70.0,120.0,132.5,142.5,,142.5,332.5,8,227.61,225.24,216.91,46.6,Yes,USA,MA,USAPL,IPF,2019-03-10,USA,MA,,9rd Annual Ryan Moore New England States Open High School Championship
Romel Ballesteros,M,SBD,Raw,29.5,24-34,24-39,MR-O,58.1,59,120.0,132.5,-142.5,,132.5,85.0,92.5,102.5,,102.5,185.0,192.5,200.0,,200.0,435.0,2,377.15,382.25,373.95,72.58,Yes,USA,MD,USAPL,IPF,2016-04-16,USA,MD,,Equinox Open
Leif Cisneros,M,SBD,Raw,23.0,20-23,19-23,Juniors 20-23,67.0,67.5,-172.5,182.5,192.5,,192.5,85.0,97.5,-100.0,,97.5,197.5,220.0,-227.5,,220.0,510.0,1,395.21,395.57,384.11,78.87,,USA,FL,USPA,IPL,2019-11-23,USA,FL,Miami,Florida Throwdown
Jonah Gerardo,M,SBD,Raw,23.0,20-23,,Juniors 20-23,81.0,82.5,137.5,147.5,167.5,,167.5,137.5,145.0,147.5,,147.5,225.0,240.0,-250.0,,240.0,555.0,1,379.93,375.97,362.06,77.78,Yes,USA,TX,USPA,IPL,2022-08-20,USA,AZ,Phoenix,Drug Tested Phoenix Rising
Umberto Cappella,M,SBD,Raw,26.0,24-34,24-39,Open,107.5,110,215.0,227.5,237.5,,237.5,165.0,175.0,182.5,,182.5,260.0,272.5,280.0,,280.0,700.0,1,418.25,414.96,396.37,85.49,Yes,Canada,,RAW-CAN,,2017-12-02,Canada,AB,Calgary,Winter Classic
Faisal Almethen,M,SBD,Raw,19.0,18-19,19-23,MR-Jr,88.1,93,190.0,-200.0,200.0,,200.0,122.5,125.0,-130.0,,125.0,240.0,-250.0,250.0,,250.0,575.0,1,375.87,371.17,356.07,77.25,Yes,USA,AZ,AMP,IPF,2023-10-28,USA,NY,KENMORE,Elite Season Classic II
Jacob Obuszewski,M,SBD,Raw,20.5,20-23,19-23,MR-Jr,105.0,105,190.0,202.5,,,202.5,135.0,-145.0,145.0,,145.0,225.0,245.0,260.0,,260.0,607.5,1,366.38,363.01,346.64,75.0,Yes,USA,TX,USAPL,IPF,2021-04-24,USA,TX,,1st Annual Heart of Texas
Crispin Ricablanca,M,SBD,Raw,23.0,20-23,,Juniors 20-23,75.0,75,-147.5,165.0,172.5,,172.5,110.0,115.0,120.0,,120.0,175.0,202.5,225.0,,225.0,517.5,1,371.27,368.75,356.3,75.45,,USA,CA,USPA,IPL,2022-08-06,USA,CA,Hanford,Grizz's Power House Powerlifting Competition
Derian Chow,M,SBD,Raw,25.0,24-34,24-39,Open,86.25,90,132.5,145.0,155.0,,155.0,62.5,70.0,-77.5,,70.0,195.0,207.5,212.5,,212.5,437.5,6,289.2,285.68,274.32,59.4,Yes,,,WRPF-CAN,WRPF,2023-06-17,Canada,BC,Surrey,Drug Tested Metal Mayhem
Chun Yin Wong,M,SBD,Raw,23.5,24-34,24-39,MR-O,78.8,82.5,145.0,155.0,160.0,,160.0,90.0,95.0,100.0,,100.0,210.0,225.0,-240.0,,225.0,485.0,3,337.45,334.32,322.34,68.93,Yes,Hong Kong,,USAPL,,2023-03-18,Hong Kong,,,Hong Kong Judgement Day
Josh Stoddard,M,SBD,Raw,21.5,20-23,19-23,Juniors,72.88,74,200.0,215.0,225.0,,225.0,107.5,117.5,-122.5,,117.5,205.0,220.0,230.0,,230.0,572.5,2,418.45,416.34,402.77,84.72,Yes,,,NZPF,IPF,2022-08-01,New Zealand,MWT,Palmerston North,New Zealand Championships
Michael Francisci,M,SBD,Raw,37.0,35-39,24-39,Seniors,89.9,93,-90.0,90.0,100.0,,100.0,85.0,90.0,-92.5,,90.0,140.0,150.0,160.0,,160.0,350.0,1,226.44,223.56,214.27,46.56,Yes,,,FFForce,IPF,2018-05-26,France,,Sorgues,Deuxième Pas FA PL DC BP PACA
Devyn Hebbe,M,SBD,Raw,20.5,20-23,19-23,MR-Jr,80.8,83,212.5,-222.5,-222.5,,212.5,112.5,-117.5,-117.5,,112.5,-242.5,242.5,-250.0,,242.5,567.5,2,389.04,385.03,370.82,79.63,Yes,USA,TX,USAPL,IPF,2018-01-20,USA,TX,,Mean Green Raw Classic
John Berg,M,SBD,Raw,25.0,24-34,24-39,M_OR_AAPF,97.9,100,160.0,177.5,180.0,,180.0,137.5,147.5,-152.5,,147.5,215.0,-235.0,-235.0,,215.0,542.5,4,337.05,333.05,318.23,69.23,Yes,,,APF,WPC,2015-04-11,USA,IL,,Amateur Nationals
Jack Lyons,M,SBD,Raw,19.5,20-23,19-23,MR-O,98.8,100,140.0,152.5,-165.0,,152.5,87.5,97.5,-110.0,,97.5,180.0,192.5,200.0,,200.0,450.0,12,278.45,275.21,262.91,57.18,Yes,USA,IL,USAPL,,2023-03-11,USA,WI,,Madness Open
Yoann Bricard,M,SBD,Raw,35.5,35-39,24-39,Seniors,89.45,93,165.0,170.0,175.0,,175.0,135.0,140.0,-145.0,,140.0,225.0,235.0,245.0,,245.0,560.0,1,363.22,358.62,343.8,74.67,Yes,,,FFForce,IPF,2021-06-12,France,,Blanquefort,Compétition Qualificative France FA PL DC BP Nouvelle-Aquitaine
Damian Zuniga,M,SBD,Raw,18.5,18-19,19-23,MR-O,115.3,120,190.0,205.0,215.0,,215.0,85.0,-95.0,95.0,,95.0,205.0,220.0,237.5,,237.5,547.5,6,318.76,317.9,304.33,64.78,Yes,USA,SD,AMP,IPF,2023-03-31,USA,,,High School Nationals
Joel Moore,M,SBD,Raw,27.5,24-34,24-39,MR-O,92.3,93,185.0,-192.5,192.5,,192.5,125.0,132.5,137.5,,137.5,235.0,245.0,250.0,,250.0,580.0,6,370.38,365.67,350.09,76.16,Yes,USA,,USAPL,IPF,2015-12-05,USA,CO,,Colorado State Championships
Oleksiy Povetkin,M,SBD,Raw,20.5,20-23,19-23,Juniors,102.0,105,,,,,222.5,,,,,145.0,,,,,207.5,575.0,2,350.94,347.25,331.59,71.96,Yes,,,UkrainePF,IPF,2014-09-14,Ukraine,,Kolomyia,Ukrainian Classic Powerlifting Championships
Sebastian Ott,M,SBD,Raw,20.0,20-23,19-23,Junioren,96.0,90+,140.0,155.0,170.0,,170.0,100.0,110.0,-120.0,,110.0,180.0,205.0,215.0,,215.0,495.0,7,310.28,306.47,292.99,63.77,,,,Germany-UA,,2013-12-21,Germany,,Groß-Zimmern,Bembel Man
Wayne Chong,M,SBD,Raw,19.0,18-19,19-23,Junior,104.35,105,-250.0,262.5,-270.0,,262.5,155.0,162.5,167.5,,167.5,257.5,272.5,-285.0,,272.5,702.5,3,424.74,420.7,401.72,86.98,Yes,Singapore,,PS,IPF,2023-04-07,Singapore,,Singapore,Singapore Junior & Tertiary Nationals
Evgemiy Perevozchikov,M,SBD,Raw,18.0,18-19,14-18,Sub-Juniors,65.45,66,,,,,155.0,,,,,115.0,,,,,202.5,472.5,3,372.53,373.58,363.15,73.98,Yes,,,UkrainePF,IPF,2021-05-21,Ukraine,,,Ukrainian Classic Powerlifting Championships
Nathan Laplow,M,SBD,Raw,19.0,18-19,19-23,Juniors 18-19,95.7,100,180.0,187.5,195.0,,195.0,120.0,-130.0,130.0,,130.0,172.5,190.0,195.0,,195.0,520.0,1,326.42,322.39,308.25,67.09,Yes,USA,MI,USPA,IPL,2023-02-12,USA,MI,Portage,Drug Tested Western Michigan Championships
Márk Szabó,M,SBD,Raw,29.5,24-34,24-39,Open,102.5,105,,,,,235.0,,,,,157.5,,,,,260.0,652.5,8,397.43,393.33,375.58,81.47,Yes,,,Hunpower,IPF,2023-04-29,Hungary,,Cegléd,Hungarian National Classic Powerlifting Championships
Elijah Lengjak,M,SBD,Raw,20.0,20-23,19-23,MR-Jr,81.5,83,160.0,172.5,185.0,,185.0,105.0,112.5,122.5,,122.5,197.5,205.0,215.0,,215.0,522.5,3,356.41,352.62,339.48,73.0,Yes,USA,IL,USAPL,IPF,2020-11-21,USA,WI,,Gainsgiving Open
Tony Starnes,M,SBD,Raw,40.0,40-44,40-49,M_MR_1_APF,98.97,100,,,,,165.56,,,,,154.22,,,,,199.58,519.36,2,321.12,317.4,303.21,65.93,,,,APF,WPC,2009-04-03,USA,SC,,Spring Break
Ivan Kudilchak,M,SBD,Raw,28.5,24-34,24-39,Open,81.1,83,,,,,195.0,,,,,145.0,,,,,215.0,555.0,6,379.66,375.69,361.76,77.73,Yes,,,UkrainePF,IPF,2013-03-03,Ukraine,,Lutsk,Ukrainian Classic Powerlifting Championship
Tyler Casey,M,SBD,Raw,24.0,24-34,24-39,Open,97.7,100,,,,,195.0,,,,,142.5,,,,,217.5,555.0,6,345.13,341.02,325.86,70.9,,USA,CA,USPA,IPL,2016-10-01,USA,CA,Long Beach,Southern California Open
Guillermo Pechero,M,SBD,Raw,25.5,24-34,24-39,MR-O,81.8,83,155.0,162.5,167.5,,167.5,117.5,125.0,132.5,,132.5,182.5,195.0,207.5,,207.5,507.5,9,345.45,341.73,328.94,70.77,Yes,USA,TX,USAPL,IPF,2020-01-19,USA,TX,,Winter Games of Texas
Ryan Andris,M,SBD,Raw,25.0,24-34,24-39,Open,74.0,75,,,,,137.5,,,,,105.0,,,,,182.5,425.0,1,307.55,305.71,295.56,62.39,,USA,CT,USPA,IPL,2017-12-09,USA,CT,Windsor,Connecticut Lightning in Winter
Joseph Briones,M,SBD,Raw,20.5,20-23,19-23,MR-O,68.7,74,125.0,137.5,142.5,,142.5,100.0,107.5,112.5,,112.5,172.5,200.0,210.0,,210.0,465.0,1,353.91,353.56,342.92,70.97,Yes,USA,CA,USAPL,IPF,2016-12-11,USA,NE,,Midwest Senior States
Kraig Passanante,M,SBD,Raw,33.5,24-34,24-39,MR-O,104.38,105,215.0,230.0,240.0,,240.0,170.0,185.0,192.5,,192.5,240.0,262.5,275.0,,275.0,707.5,1,427.71,423.66,404.54,87.59,Yes,USA,FL,USAPL,IPF,2020-01-25,USA,FL,,2nd Annual Jacksonville Open Championships
David McElvenny,M,SBD,Raw,20.5,20-23,19-23,MR-O,91.0,93,165.0,175.0,-185.0,,175.0,-105.0,105.0,,,105.0,190.0,200.0,210.0,,210.0,490.0,7,315.09,311.08,298.0,64.79,Yes,England,YNE,EPA,IPF,2020-02-08,England,,Ashington,Northern Universities
Keegan-John Alfonso,M,SBD,Raw,24.5,24-34,24-39,MR-O,65.1,67.5,140.0,145.0,150.0,,150.0,85.0,95.0,100.0,,100.0,172.5,180.0,187.5,,187.5,437.5,3,346.33,347.45,337.85,68.7,Yes,USA,HI,USAPL,,2022-04-30,USA,HI,,Honolulu Night Lift
Leandro Flores,M,SBD,Raw,37.0,35-39,24-39,Open,167.0,140+,250.0,265.0,277.5,,277.5,157.5,170.0,175.0,,175.0,250.0,-265.0,265.0,,265.0,717.5,2,375.1,390.8,365.18,73.25,Yes,USA,TX,USPA,IPL,2021-09-25,USA,TX,South Padre Island,Drug Tested Kabuki Strength Open
Jaanus Hiiemäe,M,SBD,Raw,37.5,35-39,24-39,Open,96.6,105,,,,,200.0,,,,,115.0,,,,,237.5,552.5,5,345.34,341.13,326.08,70.96,Yes,,,EJTL,IPF,2012-02-25,Estonia,,Tallinn,Estonian Classic Powerlifting Cup
George Kehn,M,SBD,Raw,23.0,20-23,,Open,73.2,75,155.0,167.5,-172.5,,167.5,110.0,117.5,125.0,,125.0,192.5,205.0,217.5,,217.5,510.0,4,371.69,369.71,357.6,75.3,,USA,CA,USPA,IPL,2023-03-18,USA,CA,Vista,Defying Gravity
Johnathan Carrillo,M,SBD,Raw,21.0,20-23,19-23,Open,73.7,75,175.0,185.0,192.5,,192.5,-110.0,115.0,120.0,,120.0,-222.5,222.5,237.5,,237.5,550.0,4,399.06,396.77,383.66,80.92,Yes,USA,CA,USPA,IPL,2022-11-06,USA,CA,Upland,Drug Tested Underground Showdown
